strain,mds1,mds2,mds_label,predicted_outlier_status,predicted_LOF_outlier_status,X_scores
A/NewYork/546/1998,15.795853584538106,-88.75495685441761,11,1,1,-1.249655246213914
A/NewYork/548/1998,15.919593853312914,-87.7326980323531,11,1,1,-0.9771431370658542
A/NewYork/511/1997,15.446545261168053,-85.83501024832435,11,1,1,-0.9700878112053675
A/NewYork/502/1998,15.497996997348421,-86.80692725699068,11,1,1,-0.975611838638945
A/NewYork/513/1997,15.446309434638431,-85.8350693557584,11,1,1,-0.9700664737636542
A/NewYork/503/1997,15.487408374426328,-86.83010790683191,11,1,1,-0.9765615878744637
A/NewYork/504/1998,15.455916605987424,-86.82200244967855,11,1,1,-0.9758697362052212
A/NewYork/538/1998,17.978977959261503,-85.29086381791514,11,1,1,-1.0130834355562952
A/NewYork/509/1997,18.07919897859772,-86.37666162764006,11,1,1,-1.0164347042896686
A/NewYork/516/1997,15.51404980353674,-86.82151681661554,11,1,1,-0.9759137940747371
A/NewYork/517/1998,16.75304620473553,-85.47305317178912,11,1,1,-1.042391973606855
A/NewYork/550/1998,18.95573897066533,-86.08551845478563,11,1,1,-1.0093419277557312
A/NewYork/522/1997,19.53535153642843,-86.47332606929552,11,1,1,-1.0072118636503375
A/NewYork/506/1998,14.886382817014637,-91.03443712764722,-1,1,-1,-1.5078860672721754
A/NewYork/528/1998,22.148272921911115,-86.48517555381186,-1,1,1,-1.4404862896053579
A/NewYork/508/1997,15.514476866244097,-86.82140653263892,11,1,1,-0.975904248077397
A/NewYork/336/1999,11.672827636034715,-83.21395363836292,10,1,-1,-1.6571811627797193
A/Auckland/588/2000,-3.8845915653493113,-80.88596272716151,5,1,1,-0.9866197640487113
A/Auckland/593/2000,-4.937092908700869,-81.86093159692047,5,1,1,-1.1046472058705776
A/Canterbury/101/2000,-3.9304723046361723,-80.9230176424554,5,1,1,-0.984589552893385
A/Canterbury/17/2000,-3.0096613408142883,-79.96244482074894,5,1,1,-0.9984128428394904
A/Canterbury/67/2000,-2.3970774205529883,-80.43646315195912,5,1,1,-1.0851694167301251
A/Canterbury/85/2000,-3.9151161655772166,-80.92336954740756,5,1,1,-0.9839827917189867
A/Canterbury/90/2000,-3.8950031832942287,-80.88580754077563,5,1,1,-0.9863360933690755
A/WesternAustralia/11/2000,-3.9696223680998486,-80.92218074130008,5,1,1,-0.9913950821541674
A/Waikato/1/2001,-3.9072808375692087,-80.90363226891746,5,1,1,-0.985478770537162
A/WestCoast/32/2001,-4.8689944843385975,-81.86279603936084,5,1,1,-1.0873588846017022
A/Wellington/30/2000,-5.266061377579717,-81.86424284809596,5,1,1,-1.2152652857570074
A/Canterbury/38/2000,-3.883784349850784,-80.92249728509134,5,1,1,-0.9855676382129543
A/Waikato/5/2000,-5.685560205545022,-82.82960983260796,5,1,1,-1.4468860723152601
A/Canterbury/99/2000,-6.575006046206965,-83.72614471507389,5,1,-1,-1.6834955195434609
A/Canterbury/73/2000,-3.0098234264770913,-79.96244851250998,5,1,1,-0.998381348977327
A/WesternAustralia/1/2000,-3.0098040169155067,-79.96244807044799,5,1,1,-0.998381394080846
A/Queensland/9/2000,-3.0098248135431738,-79.96244854410088,5,1,1,-0.9983813881544803
A/Canterbury/103/2000,-4.803852269407725,-81.8485632359141,5,1,1,-1.0746351139375967
A/Canterbury/71/2000,-2.397080604157454,-80.43646324776938,5,1,1,-1.085168438178964
A/Canterbury/96/2000,-3.8438444859905587,-80.91896711263084,5,1,1,-0.9867394490888717
A/Canterbury/89/2000,-4.092527189869294,-82.9073434369646,5,1,1,-1.3355584566632104
A/Canterbury/97/2000,-3.845116581838839,-80.9189828289853,5,1,1,-0.9867054171354004
A/Waikato/4/2000,-6.65278745265484,-83.78661752569911,5,1,-1,-1.7075160487651169
A/Wellington/9/2000,-3.959808458632108,-80.91973293698793,5,1,1,-0.989157921690407
A/Auckland/599/2000,-4.891518289569549,-81.87379601719137,5,1,1,-1.0956346882618475
A/Queensland/1/2000,-3.009818398340313,-79.96244839799229,5,1,1,-0.9983812069592733
A/WesternAustralia/2/2000,-3.93018055095852,-80.92302037590974,5,1,1,-0.9845474983156361
A/WesternAustralia/7/2000,-3.925509725027378,-78.98763099203116,5,1,1,-1.2582656547139237
A/Canterbury/87/2000,-3.0097673699350733,-79.96244723577922,5,1,1,-0.9983894715668061
A/WesternAustralia/12/2000,-6.7430388307713605,-83.757810372457,5,1,-1,-1.719484699203348
A/WesternAustralia/3/2000,-3.0098106982392205,-79.96244822261897,5,1,1,-0.9983812069592733
A/WesternAustralia/6/2000,-3.009825662367267,-79.9624485634331,5,1,1,-0.9983814121291777
A/HongKong/CUHK21421/2001,-3.0098427272488637,-79.96244895208844,5,1,1,-0.9983818941175956
A/HongKong/CUHK21733/2001,-3.71668752276284,-80.79134458989897,5,1,1,-0.9939489783231282
A/HongKong/CUHK21675/2001,-3.014243977423756,-80.51878150034875,5,1,1,-1.0115071115886338
A/WesternAustralia/8/2000,-3.9302302497438633,-80.92301990745187,5,1,1,-0.9845546613168183
A/Netherlands/126/2001,-3.6575719439416448,-82.91437448421844,5,1,1,-1.371738636445724
A/WesternAustralia/10/2000,-7.681482348703973,-82.67841372431594,-1,1,-1,-1.9267401525253534
A/WesternAustralia/9/2000,-6.81489926822813,-83.77491253823548,5,1,-1,-1.7356471080604337
A/WesternAustralia/5/2000,-6.146055221857028,-83.69085797773003,5,1,-1,-1.6036474354302441
A/Auckland/596/2000,-5.868559338569814,-82.81673610911879,5,1,1,-1.4679093713236413
A/HongKong/CUHK13048/2001,2.7328300524173064,-74.21407956730866,-1,1,-1,-2.222245282383547
A/HongKong/CUHK13510/2001,0.7299164190057045,-72.73267758202249,-1,1,-1,-1.71130512479304
A/HongKong/CUHK21734/2001,0.869240092190278,-71.77748839253441,-1,1,-1,-1.6000024794410486
A/HongKong/CUHK22888/2001,4.7394132849897845,-71.31100488065721,-1,1,-1,-1.8404973943315965
A/HongKong/CUHK24510/2001,-2.6022297937016634,-73.8049295091621,-1,1,-1,-2.803220912757046
A/HongKong/CUHK24825/2001,-3.1906920902106624,-73.8172171079045,-1,1,-1,-2.9667988811965285
A/HongKong/CUHK24985/2001,1.7595925065691176,-70.64843805157625,-1,1,-1,-1.5863203707149829
A/HongKong/CUHK24882/2001,1.4152823999678332,-73.47113477226836,-1,1,-1,-1.8300139611332014
A/HongKong/CUHK34114/2001,17.965396329988362,-75.14496792785243,-1,1,-1,-2.3920679711686637
A/HongKong/CUHK21226/2001,1.6068384037451853,-74.79944396381025,-1,1,-1,-2.495359654860356
A/HongKong/CUHK22072/2000,4.374808861116805,-70.93189302379595,-1,1,-1,-1.7135613177086497
A/HongKong/CUHK28040/2000,4.924907159546078,-69.18840731237643,-1,1,-1,-1.731035961682656
A/HongKong/CUHK27374/2000,4.512482734839859,-70.89945532028656,-1,1,-1,-1.7109957986930842
A/HongKong/CUHK27157/2000,4.772115371807924,-71.08687974779964,-1,1,-1,-1.8591643949237704
A/HongKong/CUHK27183/2000,2.739947972154124,-72.80865008872719,-1,1,-1,-1.790330278354712
A/HongKong/CUHK26969/2000,1.5775430444154483,-72.02168110603635,-1,1,-1,-1.5563861918772428
A/HongKong/CUHK51490/2001,-19.021405005793763,-77.96876713399169,-1,-1,-1,-5.902634639941454
A/HongKong/CUHK21932/2001,5.7966102584983705,-73.8469051014697,9,1,-1,-2.043510736298491
A/HongKong/CUHK33416/2001,11.442255507224727,-76.93458475237655,-1,1,-1,-2.54147262807704
A/Waikato/1/2000,9.560056367056315,-68.46336820041724,-1,1,-1,-2.9751068654748503
A/Wellington/21/2000,4.7820440706604925,-70.03115866983393,-1,1,-1,-1.6418783589298553
A/HongKong/CUHK22162/2000,11.804092295326095,-74.47443484520791,-1,1,-1,-3.031343091747225
A/HongKong/CUHK13278/2002,1.3044428057627804,-58.545958927950856,-1,1,-1,-1.9437716765845494
A/HongKong/CUHK5250/2002,2.3744052953041472,-58.461142942544406,-1,1,-1,-2.026640401891972
A/HongKong/CUHK51431/2001,2.4549089582913584,-57.89863509959181,-1,1,-1,-1.992245279093258
A/HongKong/CUHK24054/2002,-2.2893246422127747,-58.90440641042218,-1,1,-1,-1.5348920681188232
A/HongKong/CUHK21742/2002,0.4414568906660712,-61.443807260979796,-1,1,1,-1.3278921479136943
A/HongKong/CUHK23162/2002,1.9646128952433728,-60.459466263568004,-1,1,1,-1.4787775010037265
A/HongKong/CUHK33079/2002,3.019892642227501,-61.36173739034851,-1,1,1,-1.2862200723321973
A/HongKong/CUHK50080/2001,5.795652888729102,-60.51654879080062,-1,1,1,-1.3221783587014522
A/HongKong/CUHK23113/2002,-1.8161010041726011,-62.38098775341993,-1,1,1,-1.3208985756023948
A/HongKong/CUHK23180/2002,2.7723792488847048,-62.62778040473443,-1,1,1,-1.2688255992223487
A/HongKong/CUHK24749/2001,3.647474094932029,-62.509342520808474,-1,1,1,-1.237549850729273
A/HongKong/CUHK33418/2001,5.465516452702695,-61.883209157340175,-1,1,1,-1.269740298317146
A/HongKong/CUHK5627/2003,2.2742730322278586,-61.18161442586071,-1,1,1,-1.2999116116530507
A/Thailand/Siriraj-06/2002,1.843662610982873,-60.066872798849275,-1,1,-1,-1.5709645630175502
A/Helsinki/823/2013,25.44440521220895,-81.43697925330468,-1,1,-1,-2.384549268401371
A/Helsinki/941/2013,37.37203569073775,-72.57922532523817,-1,-1,-1,-5.252881568492994
A/NewYork/251/1998,13.375258887619395,-86.28030934652979,11,1,1,-1.2722906503937381
A/Malaysia/10997/1999,23.599258095733763,-89.44773324358538,-1,1,-1,-2.0934080983111394
A/Auckland/583/2000,4.005481621892608,-85.78280947916441,-1,1,-1,-1.5788395652850846
A/Auckland/600/2000,19.811160293125567,-83.70472140539195,11,1,1,-1.228175625110973
A/Canterbury/3/2000,17.935520137869748,-83.15257363684546,-1,1,1,-1.3739767921608739
A/Canterbury/55/2000,19.436064559695264,-83.72637489717549,11,1,1,-1.175075002920212
A/Canterbury/81/2000,21.099090410038578,-82.32523212258604,-1,1,-1,-1.6904073834497821
A/Canterbury/179/1999,9.66561069051904,-81.43895203190534,10,1,-1,-1.748038695856271
A/Dunedin/3/2000,7.391940312783965,-84.64707716790744,10,1,1,-1.1003296415741413
A/NelsonMarlborough/1/2000,8.705327413093562,-82.44800832012453,10,1,1,-1.0808187913328051
A/Canterbury/2/2000,7.271231461587503,-85.63601328503498,10,1,1,-1.102961638187563
A/Canterbury/98/2000,8.804811261913358,-85.61775851573668,10,1,1,-1.352561997648288
A/Queensland/2/2000,11.817691455104669,-84.43853187434797,-1,1,-1,-1.5056576370203143
A/NewYork/164/1999,8.205408850391919,-83.5344451609153,10,1,1,-0.9832621514277669
A/NewYork/183/1999,8.711041011993007,-82.48230439331466,10,1,1,-1.0651229095215775
A/NewYork/186/1999,8.440725578447331,-83.54764789829319,10,1,1,-0.9837014985697212
A/Canterbury/50/2000,7.3706060287350414,-85.84591096162298,10,1,1,-1.1161217226052778
A/NewYork/153/1999,7.3965850746944515,-84.65660815384044,10,1,1,-1.1015999594816526
A/NewYork/182/2000,7.66845599618055,-84.5677199344126,10,1,1,-1.0349726652969475
A/NewYork/141/1999,8.919775294443756,-83.50903371949813,10,1,1,-0.9909934376260688
A/NewYork/142/2000,11.427877715801964,-84.03359770794319,-1,1,-1,-1.7239940923257102
A/NewYork/148/2000,8.107969610152157,-83.54983948093046,10,1,1,-0.9838359528943947
A/NewYork/150/2000,8.722710098655716,-82.48017418997517,10,1,1,-1.0680020921038786
A/NewYork/162/2000,7.979264580569812,-83.57489552097265,10,1,1,-0.9906618382931939
A/NewYork/180/2000,8.364522779575264,-84.53558130526443,10,1,1,-1.0215311232906192
A/NewYork/149/1999,8.713635965286949,-82.44651468321074,10,1,1,-1.0828002662132628
A/NewYork/176/2000,8.188740108729851,-83.48468277534454,10,1,1,-0.9823352029070447
A/NewYork/169/2000,7.53097938334864,-84.58686677259736,10,1,1,-1.0608431493295727
A/NewYork/163/1999,6.345553738272655,-85.72936837612556,10,1,1,-1.2095104682072089
A/NewYork/178/2000,8.846247579829008,-83.26613291535102,10,1,1,-1.004653156576596
A/NewYork/175/2000,9.068433471727632,-82.30774513727305,10,1,1,-1.239855140123193
A/NewYork/179/1999,8.07065556656441,-83.56182559451148,10,1,1,-0.9839084550618626
A/NewYork/147/1999,8.41721815340027,-83.46379844419202,10,1,1,-0.9936543590944812
A/NewYork/165/2000,8.146424609978805,-83.5193697834348,10,1,1,-0.9827961409207129
A/NewYork/187/2000,10.729499916555186,-83.35008791472663,10,1,-1,-1.7800058947313349
A/NewYork/430/2000,7.448782447720482,-84.65209497268104,10,1,1,-1.0995017173946837
A/NewYork/431/2000,8.033412364651376,-83.52873135862274,10,1,1,-0.9850341670345811
A/Illinois/NHRC0001/1999,8.710563933836996,-82.4823895173392,10,1,1,-1.0650353236909236
A/SouthCarolina/NHRC0001/1999,6.4579630398837615,-84.58220911640856,10,1,1,-1.1510012465766717
A/Malaysia/13002/1999,6.297862568783809,-85.82679339296162,10,1,1,-1.2554745089637627
A/NewYork/143/1999,8.26990753124251,-83.52438672247555,10,1,1,-0.9818395603278128
A/NewYork/151/1999,8.276462037313506,-83.52297305153827,10,1,1,-0.9816673292776821
A/NewYork/434/2000,7.3942380168847,-84.62940730691399,10,1,1,-1.0960647771484056
A/NewYork/436/2000,8.469313007833827,-83.46066186091821,10,1,1,-0.9944902770694043
A/NewYork/440/2000,6.782951040392224,-85.73184801887895,10,1,1,-1.1472235817757883
A/Dunedin/1/2000,6.809473287594155,-85.74369798708625,10,1,1,-1.1461588917273782
A/NewYork/422/1999,8.002816818085464,-84.58738635934336,10,1,1,-1.0294634374554927
A/HongKong/CUHK20294/2000,6.690215648665028,-85.75118908084308,10,1,1,-1.153675680870738
A/HongKong/CUHK21128/2000,7.720595147857336,-83.50096663303425,10,1,1,-0.9981879806682168
A/HongKong/CUHK22078/2000,8.242287261537982,-83.52978637537251,10,1,1,-0.9825212279232736
A/HongKong/CUHK22163/2000,8.715778397646947,-82.4814507799278,10,1,1,-1.0662815992003483
A/HongKong/CUHK33829/1999,9.057569667681133,-81.47368175400095,10,1,-1,-1.6374312977110819
A/HongKong/CUHK20300/2000,6.614539030671049,-85.7664242759849,10,1,1,-1.169752225558858
A/HongKong/CUHK22087/2000,5.4683309216816225,-84.37754802271695,10,1,1,-1.416357321791708
A/NewYork/173/2000,8.527885466498091,-83.39151658864158,10,1,1,-0.9984970963689508
A/Queensland/3/2000,17.286393316840705,-86.04795281529672,11,1,1,-1.0473741065163786
A/Canterbury/93/2000,10.129039684433383,-85.74906615836308,10,1,-1,-1.9391640944240454
A/Waikato/7/2000,4.7394384281870385,-87.9661715915723,-1,1,1,-1.4894189834552964
A/Malaysia/12904/1999,6.47076177967126,-85.80404499521724,10,1,1,-1.201355038995667
A/Malaysia/12942/1999,8.107093567293308,-83.53916213117887,10,1,1,-0.9833075517214247
A/Malaysia/12990/1999,4.668463184546342,-87.03260821372467,10,1,1,-1.4098570329939448
A/Missouri/NHRC0001/2000,11.618678932517364,-83.70121650875942,-1,1,-1,-1.6226029160459992
A/NewYork/425/1999,8.113431738728709,-83.51382410314133,10,1,1,-0.982155124925948
A/Queensland/4/2000,4.351866288989674,-90.14987654911616,-1,1,-1,-1.5067779911138506
A/Queensland/7/2000,5.361161066209781,-87.95503616695524,-1,1,1,-1.4717873684824734
A/Netherlands/3/2000,5.66439246755848,-87.46639729493923,-1,1,1,-1.3493004940771172
A/Queensland/5/2000,8.416321139129545,-85.53529394445006,10,1,1,-1.1519813315437695
A/Canterbury/06/2001,2.658369890127227,-91.732825906381,-1,1,-1,-1.5760498266719902
A/Canterbury/07/2001,15.675463546367235,-88.33242698326687,11,1,1,-1.0942904915412948
A/Canterbury/36/2001,16.94136209634872,-89.05584572545168,11,1,-1,-1.558778836444283
A/Canterbury/50/2001,2.732536966423795,-90.97434048836388,-1,1,-1,-1.613916958972889
A/Waikato/5/2001,1.3683532054618803,-91.6050268519665,-1,1,-1,-1.5649604104500605
A/Canterbury/140/2001,2.6743899075732966,-91.73172489628128,-1,1,-1,-1.575071065494243
A/Malaysia/17998/2001,0.535132651480665,-92.71130335474912,-1,1,1,-1.4627552546541858
A/Malaysia/18128/2001,3.1813801766099257,-89.35009542358475,-1,1,1,-1.4957417912194066
A/Malaysia/18121/2001,3.3401813749953826,-89.3336245573488,-1,1,1,-1.4901998658325415
A/Netherlands/124/2001,1.729129880070602,-90.45828334127266,-1,1,-1,-1.6382042434399096
A/HongKong/CUHK13172/2001,2.388524983180363,-90.475468434327,-1,1,-1,-1.5941135340457566
A/HongKong/CUHK52247/2000,2.4472969667408417,-88.19690176861576,-1,1,-1,-1.556944750675063
A/NewYork/171/1999,7.9332746844480395,-84.52788941260738,10,1,1,-0.9971231221433632
A/Waikato/16/2000,1.4438964770465206,-93.32851489222237,-1,1,-1,-1.5359003021826898
A/WesternAustralia/13/2001,-21.018233233318906,-85.05245415510277,-1,1,-1,-3.258511817512069
A/Auckland/602/2001,-12.357705359648756,-89.47335826876964,4,1,1,-1.0193105504240783
A/Auckland/603/2001,-9.936443027228872,-88.63958277131736,4,1,1,-1.0118857394823706
A/Auckland/607/2001,-12.408964172885527,-89.50571144668831,4,1,1,-1.018989624153407
A/WesternAustralia/17/2001,-11.783861755342238,-88.44696380113064,4,1,1,-0.9804214300524261
A/Queensland/16/2001,-9.936495804009,-88.63957865418425,4,1,1,-1.0118823705305862
A/WesternAustralia/15/2001,-11.783716705532274,-88.44697882110405,4,1,1,-0.9804038847321765
A/Auckland/604/2001,-10.623430509877867,-87.66407759794735,4,1,1,-1.0917436475689395
A/NewYork/101/2002,-12.545573043810885,-92.24330419321615,4,1,1,-1.0095479229273434
A/Queensland/11/2001,-9.936493791583297,-88.63957881117491,4,1,1,-1.0118824986413808
A/Queensland/12/2001,-10.643978480192775,-89.58449488043689,4,1,1,-0.9861640060629743
A/Queensland/19/2001,-10.628331602568913,-89.59092020245909,4,1,1,-0.9857944986288103
A/Wellington/34/2001,-11.44150892647964,-88.58871923696827,4,1,1,-0.9653111111062026
A/Waikato/105/2001,-12.374772568746454,-89.51031033454633,4,1,1,-1.0199091746053706
A/Waikato/58/2002,-12.305804481604042,-91.47039414202447,4,1,1,-0.9983482472700128
A/Wellington/86/2002,-12.565895520263211,-92.24113031914665,4,1,1,-1.0089465834972893
A/Queensland/18/2001,-9.9364957928774,-88.63957865505262,4,1,1,-1.011882370877109
A/Queensland/20/2001,-9.936463832378863,-88.63958114830571,4,1,1,-1.0118844112627137
A/Queensland/22/2002,-12.564236612739133,-92.24130899565304,4,1,1,-1.0089956097155175
A/WesternAustralia/34/2002,-13.458988775320446,-92.38912042791634,4,1,1,-1.0225001390991209
A/Queensland/17/2001,-10.655827437624687,-89.5863870884728,4,1,1,-0.9864537315778273
A/Waikato/5/2002,-12.360259441967905,-88.76177534017323,4,1,1,-1.0464935382706233
A/Wellington/6/2002,-13.90593913149533,-89.6214009522617,4,1,1,-1.0460918435266762
A/Wellington/7/2002,-13.517626942513349,-89.66936150759558,4,1,1,-1.0448713555282505
A/Queensland/15/2001,-11.06689059851218,-90.55882637072222,4,1,1,-0.9883449709711092
A/WesternAustralia/28/2002,-12.762354146724686,-92.2584460660112,4,1,1,-1.004761090356272
A/NewYork/C4/2002,-11.838165830419134,-89.49167751630051,4,1,1,-0.9799258449122383
A/Auckland/611/2002,-16.371761048908645,-93.17521916511777,4,1,1,-0.9812936548094857
A/Queensland/21/2002,-15.328324004750273,-92.26423135536952,4,1,1,-0.9661312654821224
A/Queensland/24/2002,-16.392333902623864,-93.17231919981421,4,1,1,-0.9919545882942803
A/Canterbury/04/2002,-16.452310209793634,-93.14639812255095,4,1,1,-1.011181685448221
A/Canterbury/05/2002,-15.328343108445097,-92.2642286843808,4,1,1,-0.9661310111767625
A/Canterbury/15/2002,-15.315587157027949,-92.25793637241004,4,1,1,-0.967055735497423
A/Canterbury/102/2002,-16.41459622673578,-93.17061079075394,4,1,1,-1.0028515754479996
A/Canterbury/47/2002,-16.54503652231719,-93.11535241683443,4,1,1,-1.0164550897119005
A/Canterbury/58/2002,-16.713006110811794,-91.03307138354056,4,1,1,-1.0100646857681128
A/Canterbury/14/2002,-17.52117728340494,-94.0629822988622,4,1,1,-1.0655097761393615
A/Canterbury/69/2002,-16.714484761041547,-94.19901117854393,4,1,1,-1.0787672798129357
A/Canterbury/20/2002,-16.4964735584613,-93.13972530651638,4,1,1,-1.0141452971657272
A/Canterbury/33/2002,-17.511519003516653,-94.04541893920708,4,1,1,-1.0621340826051682
A/Dunedin/10/2002,-20.650604913820267,-93.6372564169429,4,1,1,-1.1746518609705867
A/Dunedin/14/2002,-19.510273142288803,-92.76388208134048,4,1,1,-1.0802849997818464
A/Dunedin/3/2002,-17.949185723421678,-91.95214646252985,4,1,1,-1.0682889017949964
A/Canterbury/70/2002,-16.553215026214843,-92.1067060268633,4,1,1,-0.9573731299600661
A/Canterbury/75/2002,-19.317845390023262,-95.70042464930944,4,1,1,-1.1888977554974045
A/Canterbury/06/2002,-15.328324824561355,-92.26423124074721,4,1,1,-0.9661312355840186
A/Canterbury/61/2002,-15.328342475216632,-92.26422877291586,4,1,1,-0.966131018948776
A/Canterbury/09/2002,-15.328331009348938,-92.26423037601934,4,1,1,-0.9661311596755761
A/Waikato/29/2002,-16.406173033476428,-93.17264249479216,4,1,1,-1.0023281550937522
